Location_Name,Address_Line_1,City,State,Zipcode,Extended_Address,Latitude,Longitude,Score,Zone,Meeting_Name,Day,Start,End,Type
"303 West 42nd Street Rm 306",303 West 42nd Street Rm 306,New York,NY,10036,"303 West 42nd Street Rm 306,8th Avenue 10036",40.7575385,-73.9901368,100,04,"Blueprint For Living",Wednesdays,4:30 PM,5:30 PM,Meditation
"303 West 42nd Street Rm 306",303 West 42nd Street Rm 306,New York,NY,10036,"303 West 42nd Street Rm 306,8th Avenue 10036",40.7575385,-73.9901368,100,04,"Blueprint For Living",Thursdays,4:30 PM,5:30 PM,As
"303 West 42nd Street Rm 306",303 West 42nd Street Rm 306,New York,NY,10036,"303 West 42nd Street Rm 306,8th Avenue 10036",40.7575385,-73.9901368,100,04,"Blueprint For Living",Saturdays,4:30 PM,5:30 PM,S
"303 West 42nd Street Rm 306",303 West 42nd Street Rm 306,New York,NY,10036,"303 West 42nd Street Rm 306,8th Avenue 10036",40.7575385,-73.9901368,100,04,"Blueprint For Living",Mondays,4:30 PM,5:30 PM,Came
"St. Francis of Assisi Education Center",139 West 31st Street,New York,NY,10001,"139 West 31st Street,3rd Floor,Betw. 6th & 7th Avenues,NY 10001",40.647412,-73.9480599,93.7278106508876,04,"Bookshop At Noon",Mondays,12:00 PM,1:00 PM,C
"St. Francis of Assisi Education Center",139 West 31st Street,New York,NY,10001,"139 West 31st Street,3rd Floor,Betw. 6th & 7th Avenues,NY 10001",40.647412,-73.9480599,93.7278106508876,04,"Bookshop At Noon",Wednesdays,12:00 PM,1:00 PM,C
"St. Francis of Assisi Education Center",139 West 31st Street,New York,NY,10001,"139 West 31st Street,3rd Floor,Betw. 6th & 7th Avenues,NY 10001",40.647412,-73.9480599,93.7278106508876,04,"Bookshop At Noon",Fridays,12:00 PM,1:00 PM,C
"St. John's Hall",211 West 30th Street,New York,NY,10001,"211 West 30th Street,Betw 7th & 8th Avenues,Basement,NY 10001",40.7486793956479,-73.9927286472649,100,04,"Commuters Special",Wednesdays,6:00 PM,7:00 PM,C
"St. John's Hall",211 West 30th Street,New York,NY,10001,"211 West 30th Street,Betw 7th & 8th Avenues,Basement,NY 10001",40.7486793956479,-73.9927286472649,100,04,"Commuters Special",Mondays,6:00 PM,7:00 PM,S
"St. Thomas Church",1 West 53rd Street,New York,NY,10019,"1 West 53rd Street,3rd Floor,Betw. 5th & 6th Avenues,10019",40.7608523,-73.9765938,100,04,"Fifth Avenue Step",Saturdays,10:00 AM,11:00 AM,S
"St. Thomas Church",1 West 53rd Street,New York,NY,10019,"1 West 53rd Street,3rd Floor,Betw. 5th & 6th Avenues,10019",40.7608523,-73.9765938,100,04,"Park Bench   (:I)",Tuesdays,12:30 PM,1:30 PM,OD
"Fifth Av Presbyterian Church",7 West 55th Street,New York,NY,10019,"7 West 55th Street,5th Floor,@ 5th Avenue,NY 10019",40.7618823,-73.9751297,100,04,"Foglifters-fifth Avenue",s,12:00 AM,12:00 AM,undefined
"Fifth Av Presbyterian Church",7 West 55th Street,New York,NY,10019,"7 West 55th Street,5th Floor,@ 5th Avenue,NY 10019",40.7618823,-73.9751297,100,04,"Foglifters-fifth Avenue",s,12:00 AM,12:00 AM,undefined
"Fifth Av Presbyterian Church",7 West 55th Street,New York,NY,10019,"7 West 55th Street,5th Floor,@ 5th Avenue,NY 10019",40.7618823,-73.9751297,100,04,"Foglifters-fifth Avenue",Wednesdays,12:30 PM,1:30 PM,B
"Fifth Av Presbyterian Church",7 West 55th Street,New York,NY,10019,"7 West 55th Street,5th Floor,@ 5th Avenue,NY 10019",40.7618823,-73.9751297,100,04,"Foglifters-fifth Avenue",Wednesdays,12:30 PM,1:30 PM,S
"Fifth Av Presbyterian Church",7 West 55th Street,New York,NY,10019,"7 West 55th Street,5th Floor,@ 5th Avenue,NY 10019",40.7618823,-73.9751297,100,04,"Foglifters-fifth Avenue",Thursdays,12:30 PM,1:30 PM,B
"Fifth Av Presbyterian Church",7 West 55th Street,New York,NY,10019,"7 West 55th Street,5th Floor,@ 5th Avenue,NY 10019",40.7618823,-73.9751297,100,04,"Foglifters-fifth Avenue",Thursdays,12:30 PM,1:30 PM,OD
"Fifth Av Presbyterian Church",7 West 55th Street,New York,NY,10019,"7 West 55th Street,5th Floor,@ 5th Avenue,NY 10019",40.7618823,-73.9751297,100,04,"Foglifters-fifth Avenue",Mondays,12:30 PM,1:30 PM,B
"Fifth Av Presbyterian Church",7 West 55th Street,New York,NY,10019,"7 West 55th Street,5th Floor,@ 5th Avenue,NY 10019",40.7618823,-73.9751297,100,04,"Foglifters-fifth Avenue",Mondays,12:30 PM,1:30 PM,OD
"Fifth Av Presbyterian Church",7 West 55th Street,New York,NY,10019,"7 West 55th Street,5th Floor,@ 5th Avenue,NY 10019",40.7618823,-73.9751297,100,04,"Foglifters-fifth Avenue",Tuesdays,12:30 PM,1:30 PM,B
"Fifth Av Presbyterian Church",7 West 55th Street,New York,NY,10019,"7 West 55th Street,5th Floor,@ 5th Avenue,NY 10019",40.7618823,-73.9751297,100,04,"Foglifters-fifth Avenue",Tuesdays,12:30 PM,1:30 PM,OD
"Fifth Av Presbyterian Church",7 West 55th Street,New York,NY,10019,"7 West 55th Street,5th Floor,@ 5th Avenue,NY 10019",40.7618823,-73.9751297,100,04,"Promises",Fridays,12:30 PM,1:30 PM,OD
"The Actors Fund of America",729 7th Avenue,New York,NY,10019,"729 7th Avenue,10th Floor small conference room,@ 49th Street,NY 10019",40.7601119,-73.9837538,100,04,"Green Room",Thursdays,5:30 PM,6:30 PM,C
"Apartment Building",538 West 47th Street,New York,NY,10036,"538 West 47th Street,Betw 10th & 11th Avenuess,NY 10036",40.7634021,-73.9948352,100,04,"Grupo Buena Voluntad",Mondays,8:00 PM,9:00 PM,Sp
"Apartment Building",538 West 47th Street,New York,NY,10036,"538 West 47th Street,Betw 10th & 11th Avenuess,NY 10036",40.7634021,-73.9948352,100,04,"Grupo Buena Voluntad",Wednesdays,8:00 PM,9:00 PM,Sp
"Apartment Building",538 West 47th Street,New York,NY,10036,"538 West 47th Street,Betw 10th & 11th Avenuess,NY 10036",40.7634021,-73.9948352,100,04,"Grupo Buena Voluntad",Fridays,8:00 PM,9:00 PM,Sp
"Mount Sinai - Roosevelt Hospital",1000 Tenth Avenue,New York,NY,10019,"1000 Tenth Avenue,8th Floor,Room #8G49,Betw 58th & 59th Streets,NY 10019",40.7700536177104,-73.9877635987168,100,04,"Hell's Kitchen",Mondays,7:30 PM,8:30 PM,OD
"Mount Sinai - Roosevelt Hospital",1000 Tenth Avenue,New York,NY,10019,"1000 Tenth Avenue,8th Floor,Room #8G49,Betw 58th & 59th Streets,NY 10019",40.7700536177104,-73.9877635987168,100,04,"Hell's Kitchen",Thursdays,7:30 PM,8:30 PM,C
"Mount Sinai - Roosevelt Hospital",1000 Tenth Avenue,New York,NY,10019,"1000 Tenth Avenue,8th Floor,Room #8G49,Betw 58th & 59th Streets,NY 10019",40.7700536177104,-73.9877635987168,100,04,"West 58th Street Step",Fridays,7:30 PM,8:30 PM,S
"Upright Citizens Brigade Theatre",307 West 26th Street,New York,NY,10001,"307 West 26th Street,26th Street and 8th Avenue NY 10001",40.7474685,-73.9974137,100,04,"Learning To Live (:I)",Wednesdays,12:00 PM,1:00 PM,S
"Upright Citizens Brigade Theatre",307 West 26th Street,New York,NY,10001,"307 West 26th Street,26th Street and 8th Avenue NY 10001",40.7474685,-73.9974137,100,04,"Learning To Live (:I)",Thursdays,12:00 PM,1:00 PM,C
"Upright Citizens Brigade Theatre",307 West 26th Street,New York,NY,10001,"307 West 26th Street,26th Street and 8th Avenue NY 10001",40.7474685,-73.9974137,100,04,"Learning To Live (:I)",Fridays,12:00 PM,1:00 PM,OD
"Upright Citizens Brigade Theatre",307 West 26th Street,New York,NY,10001,"307 West 26th Street,26th Street and 8th Avenue NY 10001",40.7474685,-73.9974137,100,04,"Learning To Live (:I)",Mondays,12:00 PM,1:00 PM,B
"Upright Citizens Brigade Theatre",307 West 26th Street,New York,NY,10001,"307 West 26th Street,26th Street and 8th Avenue NY 10001",40.7474685,-73.9974137,100,04,"Learning To Live (:I)",Tuesdays,12:00 PM,1:00 PM,BB
"St. Paul's Episcopal Parish House",405 West 59th Street,New York,NY,10019,"405 West 59th Street,Ninth Avenue 10019",40.7697538,-73.9857965,98.9349112426035,04,"Lucky Ones",Wednesdays,1:00 PM,2:00 PM,BB
"Trinity Presbyterian Church ",422 West 57th St.,New York,NY,10019,"422 West 57th St.,Betw. 9th and 10th Aves.,Second Floor NY 10019",40.7682311,-73.9868768,100,04,"Miracle",Mondays,7:00 PM,8:00 PM,B
"Holy Apostles Church Rectory",296 9th Avenue,New York,NY,10001,"296 9th Avenue,2nd Floor,Corner of West 28th Street,NY 10001",40.7493642017494,-73.9991233310954,100,04,"Ninth Avenue           (:I)",Wednesdays,6:15 PM,7:15 PM,C
"Holy Apostles Church Rectory",296 9th Avenue,New York,NY,10001,"296 9th Avenue,2nd Floor,Corner of West 28th Street,NY 10001",40.7493642017494,-73.9991233310954,100,04,"Ninth Avenue           (:I)",Mondays,6:15 PM,7:15 PM,B
"Holy Apostles Church Rectory",296 9th Avenue,New York,NY,10001,"296 9th Avenue,2nd Floor,Corner of West 28th Street,NY 10001",40.7493642017494,-73.9991233310954,100,04,"Ninth Avenue           (:I)",Wednesdays,7:30 PM,8:45 PM,S
"Holy Apostles Church Rectory",296 9th Avenue,New York,NY,10001,"296 9th Avenue,2nd Floor,Corner of West 28th Street,NY 10001",40.7493642017494,-73.9991233310954,100,04,"Ninth Avenue           (:I)",Mondays,7:45 PM,8:45 PM,C
"Holy Apostles Church Rectory",296 9th Avenue,New York,NY,10001,"296 9th Avenue,2nd Floor,Corner of West 28th Street,NY 10001",40.7493642017494,-73.9991233310954,100,04,"Ninth Avenue           (:I)",Wednesdays,9:00 PM,10:00 PM,B
"Holy Apostles Church Rectory",296 9th Avenue,New York,NY,10001,"296 9th Avenue,2nd Floor,Corner of West 28th Street,NY 10001",40.7493642017494,-73.9991233310954,100,04,"Ninth Avenue           (:I)",Mondays,9:00 PM,10:00 PM,O
"St. Francis of Assisi Center",139 West 31st Street,New York,NY,10001,"139 West 31st Street,3rd Floor,Betw 6th & 7th Avenues,NY 10001",40.647412,-73.9480599,93.7278106508876,04,"Nu Garden",Sundays,6:00 PM,7:30 PM,S
"St. Francis of Assisi Center",139 West 31st Street,New York,NY,10001,"139 West 31st Street,3rd Floor,Betw 6th & 7th Avenues,NY 10001",40.647412,-73.9480599,93.7278106508876,04,"Nu Garden",Thursdays,6:00 PM,7:30 PM,OD
"St. Francis of Assisi Center",139 West 31st Street,New York,NY,10001,"139 West 31st Street,3rd Floor,Betw 6th & 7th Avenues,NY 10001",40.647412,-73.9480599,93.7278106508876,04,"Nu Garden",Saturdays,6:00 PM,7:30 PM,OD
"Manhattan Plaza Health Club",484 West 43rd Street,New York,NY,10036,"484 West 43rd Street,1st Floor,@ 43rd Street & 10th Avenue NY 10036",40.7599913,-73.9948326,100,04,"Powerless",Saturdays,7:00 PM,8:00 PM,C
"Manhattan Plaza Health Club",484 West 43rd Street,New York,NY,10036,"484 West 43rd Street,1st Floor,@ 43rd Street & 10th Avenue NY 10036",40.7599913,-73.9948326,100,04,"Powerless",Mondays,7:00 PM,8:00 PM,BB
"Manhattan Plaza Health Club",484 West 43rd Street,New York,NY,10036,"484 West 43rd Street,1st Floor,@ 43rd Street & 10th Avenue NY 10036",40.7599913,-73.9948326,100,04,"Powerless",Tuesdays,7:00 PM,8:00 PM,S
"Manhattan Plaza Health Club",484 West 43rd Street,New York,NY,10036,"484 West 43rd Street,1st Floor,@ 43rd Street & 10th Avenue NY 10036",40.7599913,-73.9948326,100,04,"Powerless",Thursdays,7:00 PM,8:00 PM,B
"Manhattan Plaza Health Club",484 West 43rd Street,New York,NY,10036,"484 West 43rd Street,1st Floor,@ 43rd Street & 10th Avenue NY 10036",40.7599913,-73.9948326,100,04,"Powerless",Fridays,7:00 PM,8:00 PM,C
"The Learning Center",4 West 43rd Street,New York,NY,10017,"4 West 43rd Street,Off of 5th Avenue,NY 10017",40.7543885,-73.9812083,98.9349112426035,04,"Renaissance",Mondays,12:30 AM,1:30 PM,C
"The Learning Center",4 West 43rd Street,New York,NY,10017,"4 West 43rd Street,Off of 5th Avenue,NY 10017",40.7543885,-73.9812083,98.9349112426035,04,"Renaissance",Tuesdays,12:30 PM,1:30 PM,C
"The Learning Center",4 West 43rd Street,New York,NY,10017,"4 West 43rd Street,Off of 5th Avenue,NY 10017",40.7543885,-73.9812083,98.9349112426035,04,"Renaissance",Wednesdays,12:30 PM,1:30 PM,S
"The Learning Center",4 West 43rd Street,New York,NY,10017,"4 West 43rd Street,Off of 5th Avenue,NY 10017",40.7543885,-73.9812083,98.9349112426035,04,"Renaissance",Thursdays,12:30 PM,1:30 PM,B
"The Learning Center",4 West 43rd Street,New York,NY,10017,"4 West 43rd Street,Off of 5th Avenue,NY 10017",40.7543885,-73.9812083,98.9349112426035,04,"Renaissance",Fridays,12:30 PM,1:30 PM,C
"Church of The Holy Apostles",296 Ninth Avenue,New York,NY,10001,"296 Ninth Avenue,Rectory,1st Floor,@28th street,Enter at 9th avenue,small building south of the church,10001",40.7493642017494,-73.9991233310954,100,04,"Spiritual Fridays",Fridays,6:30 PM,7:30 PM,OD
"St. Thomas Church Parish House",1 West 53rd Street,New York,NY,10019,"1 West 53rd Street,3rd Floor,@ 5th Avenue,NY 10019",40.7608523,-73.9765938,100,04,"St. Thomas A.m.",Tuesdays,7:45 AM,8:45 AM,C
"St. John the Baptist Church",210 West 31st Street,New York,NY,10001,"210 West 31st Street,Basement,On Left,Betw. 7th & 8th Aves,NY 10001",40.7434762,-73.9789404,94.792899408284,04,"Statler At Noon",Tuesdays,12:00 PM,1:00 PM,C
"St. John the Baptist Church",210 West 31st Street,New York,NY,10001,"210 West 31st Street,Basement,On Left,Betw. 7th & 8th Aves,NY 10001",40.7434762,-73.9789404,94.792899408284,04,"Statler At Noon",Thursdays,12:00 PM,1:00 PM,C
"134 West 29th Street",134 West 29th Street,New York,NY,10001,"134 West 29th Street,2nd floor Studio 203,10001",40.7472463,-73.9917061,100,04,"Tuesday Sober Agnostics",Tuesdays,6:00 PM,7:00 PM,OD
"St. Clements Church",423 West 46th Street,New York,NY,10036,"423 West 46th Street,Betw. 9th and 10th,Downstairs 10036",40.6483729,-74.009462,93.7278106508876,04,"Young In 164",Sundays,7:30 PM,8:30 PM,BB
"N.Y.U Bronfman Center",7 East 10th Street,New York,NY,10003,"7 East 10th Street,2nd Floor,10003",40.7332068,-73.9946888,100,03,"12 Concepts Workshop",Wednesdays,8:15 PM,9:15 PM,C
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"22 Below",Thursdays,12:15 PM,1:15 PM,OD
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"22 Below",Fridays,12:15 PM,1:15 PM,C
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"22 Below",Mondays,12:15 PM,1:15 PM,BB
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"22 Below",Tuesdays,12:15 PM,1:15 PM,B
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"22 Below",Wednesdays,12:15 PM,1:15 PM,S
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"Manhattan",Tuesdays,7:00 PM,8:00 PM,B
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"Manhattan",Fridays,7:00 PM,8:15 PM,S
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"P.a.x",Mondays,6:45 PM,7:45 PM,B
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"P.a.x",Mondays,6:45 PM,7:45 PM,BB
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"P.a.x",Tuesdays,6:45 PM,7:45 PM,S
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"P.a.x",Thursdays,6:45 PM,7:45 PM,C
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"P.a.x",Tuesdays,6:45 PM,7:45 PM,C
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"Sunday Morning Meditation",Sundays,9:00 AM,10:00 AM,C
"Three Jewels Community Center",61 Fourth Avenue,New York,NY,10003,"61 Fourth Avenue,3rd Floor,9th & 10th St 10003",40.7307719,-73.9903164,100,03,"Aa At The Three Jewels",Thursdays,6:00 PM,7:15 PM,Meditation
"Three Jewels Community Center",61 Fourth Avenue,New York,NY,10003,"61 Fourth Avenue,3rd Floor,9th & 10th St 10003",40.7307719,-73.9903164,100,03,"Aa At The Three Jewels",Sundays,7:00 PM,8:30 PM,Meditation
"Lesbian, Gay, Bi-Sexual & Transgender Community Center",208 West 13th Street,New York,NY,10011,"208 West 13th Street,3rd Floor,Room #312,Betw. 7th & 8th Avenues,NY 10011",40.7381228,-74.0010304,100,03,"Agnostics At Noon",Thursdays,12:00 PM,1:00 PM,C
"Lesbian, Gay, Bi-Sexual & Transgender Community Center",208 West 13th Street,New York,NY,10011,"208 West 13th Street,3rd Floor,Room #312,Betw. 7th & 8th Avenues,NY 10011",40.7381228,-74.0010304,100,03,"High Noon",Sundays,12:00 PM,1:00 PM,O
"Lesbian, Gay, Bi-Sexual & Transgender Community Center",208 West 13th Street,New York,NY,10011,"208 West 13th Street,3rd Floor,Room #312,Betw. 7th & 8th Avenues,NY 10011",40.7381228,-74.0010304,100,03,"Living Today",Sundays,6:45 PM,7:45 PM,S
"Lesbian, Gay, Bi-Sexual & Transgender Community Center",208 West 13th Street,New York,NY,10011,"208 West 13th Street,3rd Floor,Room #312,Betw. 7th & 8th Avenues,NY 10011",40.7381228,-74.0010304,100,03,"Living Today",Sundays,8:00 PM,9:00 PM,O
"Lesbian, Gay, Bi-Sexual & Transgender Community Center",208 West 13th Street,New York,NY,10011,"208 West 13th Street,3rd Floor,Room #312,Betw. 7th & 8th Avenues,NY 10011",40.7381228,-74.0010304,100,03,"Sober Miracles",Saturdays,9:30 PM,10:30 PM,OD
"Lesbian, Gay, Bi-Sexual & Transgender Community Center",208 West 13th Street,New York,NY,10011,"208 West 13th Street,3rd Floor,Room #312,Betw. 7th & 8th Avenues,NY 10011",40.7381228,-74.0010304,100,03,"Village Agnostics",Sundays,4:00 PM,5:00 PM,C
"Lesbian, Gay, Bi-Sexual & Transgender Community Center",208 West 13th Street,New York,NY,10011,"208 West 13th Street,3rd Floor,Room #312,Betw. 7th & 8th Avenues,NY 10011",40.7381228,-74.0010304,100,03,"Village Agnostics",Sundays,5:30 PM,6:30 PM,S
"Lesbian, Gay, Bi-Sexual & Transgender Community Center",208 West 13th Street,New York,NY,10011,"208 West 13th Street,3rd Floor,Room #312,Betw. 7th & 8th Avenues,NY 10011",40.7381228,-74.0010304,100,03,"Westwingers",Tuesdays,7:30 PM,8:30 PM,OD
"Lesbian, Gay, Bi-Sexual & Transgender Community Center",208 West 13th Street,New York,NY,10011,"208 West 13th Street,3rd Floor,Room #312,Betw. 7th & 8th Avenues,NY 10011",40.7381228,-74.0010304,100,03,"Westwingers",Thursdays,9:00 PM,10:00 PM,OD
"Lesbian, Gay, Bi-Sexual & Transgender Community Center",208 West 13th Street,New York,NY,10011,"208 West 13th Street,3rd Floor,Room #312,Betw. 7th & 8th Avenues,NY 10011",40.7381228,-74.0010304,100,03,"Women Together                      (:I)",Saturdays,6:00 PM,7:00 PM,C
"Seafarers & Intl House",123 East 15th Street,New York,NY,10003,"123 East 15th Street,2nd Floor Conference Room,@ Irving Place,NY 10003",40.7346341,-73.9879773,100,03,"Alive Again",Saturdays,1:00 PM,2:00 PM,S
"Calvary Church Parish House",61 Gramercy Park North,New York,NY,10010,"61 Gramercy Park North,Betw Park & Lexington Avenues,NY 10010",40.7387068,-73.986572,97.6331360946746,03,"At Bill's Place",Wednesdays,6:30 PM,7:30 PM,C
"Gustavus Adolphus Lutheran Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Ground Floor,Betw. Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"Atlantic By The Book",Wednesdays,7:00 PM,8:00 PM,BB
"Mabel Bacon High School of the Future",127 East 22nd Street,New York,NY,10010,"127 East 22nd Street,2nd Floor Auditorium,Betw. Lexington & Park Avenues,10010",40.7390247,-73.9854161,100,03,"Atlantic Downtown",Sundays,7:00 PM,8:00 PM,O
"Trinity Lower East Side Lutheran Parish",602 East 9th Street,New York,NY,10009,"602 East 9th Street,@ Avenue B,10009",40.7260409,-73.9800393,100,03,"Avenue B Clean And Dry",Thursdays,7:00 PM,8:15 PM,C
"McBurney YMCA",125 West 14th Street,New York,NY,10011,"125 West 14th Street,Kuttner Room,Betw. 6th & 7th Avenues,10011",40.7379244,-73.9976813,100,03,"Big Book Magic",Thursdays,7:45 PM,8:45 PM,BB
"McBurney YMCA",125 West 14th Street,New York,NY,10011,"125 West 14th Street,Kuttner Room,Betw. 6th & 7th Avenues,10011",40.7379244,-73.9976813,100,03,"Chelsea Nooners",Tuesdays,12:00 PM,1:00 PM,C
"McBurney YMCA",125 West 14th Street,New York,NY,10011,"125 West 14th Street,Kuttner Room,Betw. 6th & 7th Avenues,10011",40.7379244,-73.9976813,100,03,"Chelsea Nooners",Thursdays,12:00 PM,1:00 PM,C
"McBurney YMCA",125 West 14th Street,New York,NY,10011,"125 West 14th Street,Kuttner Room,Betw. 6th & 7th Avenues,10011",40.7379244,-73.9976813,100,03,"The Fellowship Club",Fridays,7:00 PM,8:00 PM,B
"St. Peters Episcopal Church- Rectory",346 West 20th Street,New York,NY,10011,"346 West 20th Street,between 8th and 9th Avenue 10011",40.7441452,-74.0019191,100,03,"Chelsea Mornings",Tuesdays,8:00 AM,9:00 AM,B
"St. Peters Episcopal Church- Rectory",346 West 20th Street,New York,NY,10011,"346 West 20th Street,between 8th and 9th Avenue 10011",40.7441452,-74.0019191,100,03,"Chelsea Mornings",Mondays,8:00 AM,9:00 AM,OD
"St. Peters Episcopal Church- Rectory",346 West 20th Street,New York,NY,10011,"346 West 20th Street,between 8th and 9th Avenue 10011",40.7441452,-74.0019191,100,03,"Chelsea Mornings",Wednesdays,8:00 AM,9:00 AM,S
"St. Peters Episcopal Church- Rectory",346 West 20th Street,New York,NY,10011,"346 West 20th Street,between 8th and 9th Avenue 10011",40.7441452,-74.0019191,100,03,"Chelsea Mornings",Thursdays,8:00 AM,9:00 AM,BB
"St. Peters Episcopal Church- Rectory",346 West 20th Street,New York,NY,10011,"346 West 20th Street,between 8th and 9th Avenue 10011",40.7441452,-74.0019191,100,03,"Chelsea Mornings",Fridays,8:00 AM,9:00 AM,C
"St. Peters Episcopal Church- Rectory",346 West 20th Street,New York,NY,10011,"346 West 20th Street,between 8th and 9th Avenue 10011",40.7441452,-74.0019191,100,03,"Chelsea Mornings",Saturdays,8:00 AM,9:00 AM,OD
"Our Lady of Immaculate Conception",414 East 14th Street,New York,NY,10009,"414 East 14th Street,Auditorium,Betw 1st Avenue & Avenue A,NY 10009",40.7309298,-73.9819876,100,03,"Complete Abandon",Wednesdays,8:30 PM,9:30 PM,S
"Fulton Senior Center",119 Ninth Avenue,New York,NY,10011,"119 Ninth Avenue,Betw. 17th and 18th Streets,Auditorium NY 10011",40.7432442,-74.0039393,100,03,"Completely Sober",Mondays,6:45 PM,8:00 PM,OD
"Christopher House",202 West 24 Street,New York,NY,10011,"202 West 24 Street,Mezzanine,between 7th and 8th Avenues,10011",40.7449478,-73.995862,100,03,"Crossroads",Saturdays,4:00 PM,5:00 PM,O
"Christopher House",202 West 24 Street,New York,NY,10011,"202 West 24 Street,Mezzanine,between 7th and 8th Avenues,10011",40.7449478,-73.995862,100,03,"Crossroads",Sundays,4:00 PM,5:00 PM,O
"Brotherhood Synagogue",28 Gramercy Park South,New York,NY,10003,"28 Gramercy Park South,1st Floor,East 20th Street @ Irving Place,NY 10003",40.7371499,-73.9853123,100,03,"East Meets West In Sobriety",Wednesdays,7:00 PM,8:00 PM,C
"Brotherhood Synagogue",28 Gramercy Park South,New York,NY,10003,"28 Gramercy Park South,1st Floor,East 20th Street @ Irving Place,NY 10003",40.7371499,-73.9853123,100,03,"Just For Today",Tuesdays,7:00 PM,8:00 PM,S
"Middle Collegiate Church",50 East 7th Street,New York,NY,10003,"50 East 7th Street,3rd and 4th floors,@2nd Avenue NY 10003",40.7276522,-73.9875923,100,03,"East Village Group",Tuesdays,7:00 PM,8:00 PM,O
"Middle Collegiate Church",50 East 7th Street,New York,NY,10003,"50 East 7th Street,3rd and 4th floors,@2nd Avenue NY 10003",40.7276522,-73.9875923,100,03,"East Village Group",Saturdays,7:00 PM,8:00 PM,B
"Middle Collegiate Church",50 East 7th Street,New York,NY,10003,"50 East 7th Street,3rd and 4th floors,@2nd Avenue NY 10003",40.7276522,-73.9875923,100,03,"East Village Group",Saturdays,7:00 PM,8:00 PM,OD
"Middle Collegiate Church",50 East 7th Street,New York,NY,10003,"50 East 7th Street,3rd and 4th floors,@2nd Avenue NY 10003",40.7276522,-73.9875923,100,03,"East Village Group",Sundays,7:00 PM,8:00 PM,BB
"Middle Collegiate Church",50 East 7th Street,New York,NY,10003,"50 East 7th Street,3rd and 4th floors,@2nd Avenue NY 10003",40.7276522,-73.9875923,100,03,"East Village Group",Tuesdays,7:00 PM,8:15 PM,S
"Middle Collegiate Church",50 East 7th Street,New York,NY,10003,"50 East 7th Street,3rd and 4th floors,@2nd Avenue NY 10003",40.7276522,-73.9875923,100,03,"East Village Group",Tuesdays,8:30 PM,9:30 PM,C
"Middle Collegiate Church",50 East 7th Street,New York,NY,10003,"50 East 7th Street,3rd and 4th floors,@2nd Avenue NY 10003",40.7276522,-73.9875923,100,03,"East Village Group",Saturdays,8:30 PM,9:30 PM,C
"University Settlement House",273 Bowery,New York,NY,10003,"273 Bowery,2nd Floor Classroom,Southeast corner of Houston Street,NY 10003",40.7236736,-73.9924832,99.4674556213018,03,"Experience Strength And Hope",Wednesdays,7:00 PM,8:00 PM,C
"Grace Church Office Building",802 Broadway,New York,NY,10003,"802 Broadway,3rd Floor Conference Room,@ 10th Street,NY 10003",40.7320395,-73.991189,100,03,"Grace On Broadway",Mondays,8:15 AM,9:15 AM,O
